sample,status,reason,rawmeal_feed[kg/s],rmgas_flow[kg/s],rmgas_temp[K],coal_feed[kg/s],cmgas_flow[kg/s],cmgas_temp[K],clrcair_flow[kg/s],clrcair2_flow[kg/s],rmfan_T[K],rmdry_T[K],gasht_T[K],cmdry_T[K],phk1_T[K],phk2_T[K],phk3_T[K],phk4_T[K],phk5_T[K],phc1_T[K],phc2_T[K],phc3_T[K],phc4_T[K],phc5_T[K],clcalc_T[K],coal_split[-],secair_split[-],meal_split[-],RawMill_I_B_MW,RawMill_I_A_MW,RawMill_eps,RawMill_eps_capped,RawMill_IP_MW,RawMill_Eclose_MW,CoalMill_I_B_MW,CoalMill_I_A_MW,CoalMill_eps,CoalMill_eps_capped,CoalMill_IP_MW,CoalMill_Eclose_MW,Preheater_I_B_MW,Preheater_I_A_MW,Preheater_eps,Preheater_eps_capped,Preheater_IP_MW,Preheater_Eclose_MW,Calciner_I_B_MW,Calciner_I_A_MW,Calciner_eps,Calciner_eps_capped,Calciner_IP_MW,Calciner_Eclose_MW,Kiln_I_B_MW,Kiln_I_A_MW,Kiln_eps,Kiln_eps_capped,Kiln_IP_MW,Kiln_Eclose_MW,ClinkerCooler_I_B_MW,ClinkerCooler_I_A_MW,ClinkerCooler_eps,ClinkerCooler_eps_capped,ClinkerCooler_IP_MW,ClinkerCooler_Eclose_MW,plant_I_B_MW,plant_IP_MW,plant_eps,coal_ex_MW,clinker_ex_MW,clinker_T_K,NCV_kJkg,plant_spec_I_MJkg,plant_spec_I_MWMW,clinker_mass_kgps,plant_eps_stream
36,OK,,97.88528,169.07172,444.73141,7.47992,35.03321,429.0701,44.32648,97.96253,435.35167,368.48218,480.27241,337.01356,625.44324,825.02643,981.75521,952.63719,1016.30858,609.23003,765.16125,939.8226,1062.25227,1054.9984,1085.33885,0.53458,0.59018,0.69653,9.335,8.2404,0.0626,0,8.7507,0.0,3.2143,2.9654,0.0059,0,3.1954,-0.0,11.145,11.1449,0.4615,0,6.0018,-0.0,30.7234,28.753,0.8253,0,5.3686,0.0002,37.2295,30.45,0.4668,0,19.8502,-0.0501,13.5741,13.5741,0.5457,0,6.1673,0.0001,105.2212,49.3341,0.4046,149.7114,62.5988,1349.96,18760.6,1.6133,1.6809,65.2207,0.4065
37,OK,,95.52491,164.53295,440.33565,7.60034,36.7179,430.08501,48.79234,104.07314,396.05131,343.57944,476.51937,330.34912,542.96791,722.36616,986.46571,947.12791,970.95956,538.28469,741.07717,875.51443,1064.01054,1061.18942,1260.65327,0.5955,0.5908,0.61061,9.2574,8.1644,0.0226,0,9.0487,0.0,3.2261,2.9779,0.0042,0,3.2127,-0.0,14.7594,14.7594,0.327,0,9.9331,-0.0,38.8093,36.8856,0.8399,0,6.2134,0.0,35.6322,29.0186,0.4563,0,19.3717,-0.0458,13.5526,13.5525,0.5356,0,6.2945,-0.0001,115.2371,54.074,0.3888,152.1155,61.0906,1337.65,18760.6,1.8073,1.8863,63.7623,0.3906
38,OK,,102.21666,191.93088,461.61126,8.85278,30.42092,458.98578,51.67276,111.30207,424.4631,369.5762,460.36032,331.7158,649.94958,812.82483,879.01392,911.13647,1114.01704,597.15084,787.47415,879.96428,973.29514,969.74451,1202.60587,0.54562,0.56214,0.60564,10.5684,9.4672,0.0504,0,10.0354,0.0,1.6433,1.3981,0.0109,0,1.6253,-0.0,12.2047,12.2048,0.3886,0,7.4617,0.0,39.5062,37.4473,0.747,0,9.9939,-0.0005,40.5117,33.4157,0.4542,0,22.1099,-0.0684,16.2681,16.2679,0.5482,0,7.35,-0.0003,120.7025,58.5762,0.3586,177.1836,65.3733,1420.21,18760.6,1.762,1.8464,68.5026,0.3603
39,OK,,97.72449,183.35966,456.96331,7.49378,30.2425,466.80302,48.58799,99.97744,471.16498,368.5407,403.58926,338.52967,535.16649,781.77805,823.10271,907.20686,952.28356,632.91495,823.34373,825.13712,955.65717,1100.69316,1169.85007,0.58145,0.5751,0.63776,7.744,6.6451,0.0759,0,7.1563,0.0,1.3194,1.0724,0.0131,0,1.3022,0.0,12.2839,12.2839,0.386,0,7.5423,-0.0,35.6627,33.6954,0.8281,0,6.1298,-0.0003,35.6062,28.8404,0.4698,0,18.879,-0.0476,13.5289,13.5279,0.5452,0,6.1532,-0.0009,106.1452,47.1629,0.4032,149.9904,62.4961,1337.88,18760.6,1.6299,1.6984,65.1235,0.4051
40,OK,,106.81528,185.66137,409.67363,8.38139,33.81063,459.97324,48.57985,95.71425,473.98526,398.63335,458.89826,363.36198,576.60556,773.91005,915.17094,892.53244,1037.49294,643.11298,687.06542,984.16888,892.21726,1033.36379,1198.49595,0.53022,0.56023,0.69936,20.3455,19.2459,0.0629,0,19.0661,0.0,1.5541,1.2929,0.0383,0,1.4945,-0.0,14.1576,14.1576,0.388,0,8.6643,0.0,35.7779,33.6344,0.8413,0,5.6767,0.0,37.7547,30.4176,0.4846,0,19.4597,0.0001,17.3041,17.3042,0.5818,0,7.2368,0.0001,126.8938,61.5983,0.3952,167.7916,68.3106,1508.79,18760.6,1.7809,1.8576,71.2539,0.397
41,OK,,94.47518,177.16056,420.15998,9.05594,31.35518,445.83023,46.8451,108.6169,475.36761,391.98666,397.04353,364.72444,555.8682,785.07726,900.00494,976.94616,1057.48971,564.75305,792.25579,927.18415,933.54374,967.21538,1214.41588,0.52998,0.51917,0.68083,16.4784,15.3813,0.0611,0,15.4722,0.0,1.3299,1.0679,0.052,0,1.2607,-0.0,13.4139,13.4139,0.3097,0,9.2597,0.0,38.9681,37.0744,0.7168,0,11.036,0.0,38.9906,32.503,0.4494,0,21.4693,0.0001,16.827,16.827,0.5492,0,7.585,-0.0,126.0079,66.0829,0.3242,181.2983,60.426,1509.15,18760.6,1.9798,2.0853,63.6464,0.3256
42,OK,,106.92148,174.31435,458.83666,7.91725,35.82441,416.12683,47.12461,111.13733,451.12996,362.14819,405.25166,334.83141,560.45589,805.90562,832.68553,1047.01061,1025.20505,580.71694,776.09993,988.89149,1052.57961,1063.1782,1153.04173,0.59976,0.54011,0.66368,5.7291,4.6329,0.0936,0,5.1928,-0.0,1.2934,1.0448,0.0152,0,1.2737,-0.0,14.2708,14.2708,0.4241,0,8.2192,-0.0,38.3822,36.23,0.7866,0,8.1906,0.0005,36.7508,29.3432,0.4903,0,18.7301,-0.0566,15.1998,15.1998,0.5393,0,7.0023,0.0,111.6262,48.6087,0.4182,158.4624,68.3764,1346.2,18760.6,1.569,1.6325,71.1452,0.4202
43,OK,,94.4234,182.31921,447.2914,8.65221,33.66553,399.04131,50.93142,101.70128,463.7855,332.87743,473.67662,344.78475,598.01129,751.30057,869.92506,970.37942,1033.10296,635.59156,728.73354,987.4285,1069.28167,1024.87323,1094.20428,0.54558,0.53309,0.61688,8.4924,7.3938,0.0123,0,8.388,0.0,3.6625,3.4118,0.0086,0,3.631,-0.0,12.2379,12.2379,0.4114,0,7.2027,0.0,35.9331,34.0338,0.6765,0,11.6256,-0.0001,38.7542,32.2056,0.4539,0,21.1619,-0.0585,14.6556,14.6557,0.5495,0,6.6024,0.0001,113.7357,58.6117,0.3387,173.1845,60.3912,1408.71,18760.6,1.7922,1.8833,63.46,0.3403
44,OK,,91.79523,195.78549,430.33284,8.52748,36.71225,426.61057,50.60326,108.94551,404.7982,356.73794,396.81907,320.06256,644.87973,774.45724,909.94731,1027.11485,1022.78688,620.43343,748.55768,857.46905,908.90729,996.98871,1194.3382,0.55979,0.56239,0.64747,9.6881,8.5859,0.0365,0,9.3346,0.0,1.3884,1.1413,0.004,0,1.3828,-0.0,10.6296,10.6296,0.3488,0,6.9216,-0.0,39.042,37.193,0.7246,0,10.7512,0.0,38.9333,32.5729,0.4358,0,21.9663,-0.0487,14.0995,14.0995,0.5275,0,6.6626,0.0,113.7808,57.0191,0.334,170.6633,58.7108,1369.36,18760.6,1.843,1.938,61.7378,0.3356
45,OK,,106.15987,167.34853,411.49922,8.86491,30.31011,427.94784,50.61503,109.45785,480.84532,346.18702,444.18665,355.08963,640.8769,702.95058,849.52163,957.09381,1047.90387,624.99743,818.99879,900.63047,1039.15645,995.1975,1108.73042,0.52774,0.56227,0.67488,15.2548,14.1608,0.0188,0,14.9673,-0.0,1.7987,1.5442,0.0292,0,1.7463,-0.0,12.3452,12.3452,0.4296,0,7.0418,-0.0,36.0927,33.9595,0.7675,0,8.3898,-0.0004,41.6333,34.2685,0.4642,0,22.3078,-0.0704,16.3939,16.3922,0.5536,0,7.3181,-0.0017,123.5187,61.7711,0.3719,177.4572,67.8938,1412.39,18760.6,1.7392,1.8193,71.02,0.3736
46,OK,,102.14027,189.58026,407.94001,9.08102,32.00199,449.46766,45.29594,101.50196,460.50046,335.4759,421.14399,376.39631,639.26925,685.55199,964.18768,1002.87738,967.69908,648.46053,744.57907,814.29071,897.0029,929.71365,1175.07922,0.5054,0.59051,0.64369,14.0251,12.9245,0.0109,0,13.872,0.0,1.3888,1.116,0.0717,0,1.2892,-0.0,15.1897,15.1897,0.3224,0,10.2932,-0.0,36.1032,34.0599,0.8538,0,5.2792,-0.0,40.7769,33.768,0.4556,0,22.1986,0.0001,17.1766,17.1767,0.5656,0,7.4616,0.0,124.6604,60.3938,0.3495,181.8239,65.3255,1506.71,18760.6,1.8188,1.9083,68.5406,0.351
47,OK,,106.44371,192.89606,417.22807,9.04088,35.2672,405.90498,45.87266,103.27485,481.84006,381.71636,450.79334,338.34555,612.78349,724.96126,831.98209,954.74445,965.70863,615.06169,690.70484,904.70335,939.42463,1106.26859,1273.17996,0.57132,0.54888,0.65258,16.0116,14.9101,0.0557,0,15.1193,0.0,2.8427,2.5936,0.0089,0,2.8173,-0.0,13.1335,13.1335,0.3361,0,8.7189,0.0,42.077,39.9344,0.7897,0,8.849,-0.0001,37.4526,30.1352,0.4823,0,19.3904,0.0003,18.1872,18.1873,0.5695,0,7.8294,0.0001,129.7045,62.7243,0.3658,180.9558,68.076,1527.07,18760.6,1.82,1.9053,71.2678,0.3675
48,OK,,98.22118,174.96892,430.84679,7.45517,30.30266,395.33091,51.30954,109.35927,459.21948,362.88348,473.48495,356.28709,541.71128,715.84526,955.22745,909.64167,1049.19836,575.36019,749.4655,939.12597,1026.82684,1063.04384,1278.2162,0.54707,0.53026,0.607,9.1101,8.0136,0.0577,0,8.5846,0.0,3.4217,3.1675,0.0123,0,3.3796,-0.0,13.8705,13.8705,0.3396,0,9.1602,0.0,37.7124,35.7391,0.889,0,4.1862,-0.0001,36.3322,29.5194,0.4643,0,19.4625,-0.0636,15.5654,15.5655,0.5435,0,7.1056,0.0001,116.0123,51.8787,0.4073,149.2388,62.8134,1415.1,18760.6,1.7732,1.8469,65.4253,0.4092
49,OK,,100.25116,167.1357,438.45838,8.66942,35.43591,457.90074,51.64329,96.82766,413.28044,364.19166,416.4909,312.10202,621.9779,710.52039,965.56508,937.18475,924.78279,633.18194,752.55782,972.32939,1057.05682,962.08344,1225.35633,0.51626,0.55648,0.63207,11.63,10.5361,0.0428,0,11.132,0.0,1.7326,1.4855,0.0013,0,1.7303,0.0,16.2779,16.2778,0.283,0,11.6717,-0.0,37.4983,35.4796,0.8912,0,4.0781,0.0003,38.7988,31.9062,0.4615,0,20.8919,0.0002,16.9132,16.9128,0.5795,0,7.1118,-0.0004,122.8509,56.6157,0.3589,173.4996,64.1162,1520.24,18760.6,1.8287,1.9161,67.1803,0.3607
50,OK,,100.51819,169.878,462.35717,8.86791,33.37456,425.07407,52.09131,101.09576,404.47889,370.08385,451.29837,312.00589,627.94562,692.68453,958.2055,956.47342,985.33839,634.82348,763.69593,889.96705,919.75257,1053.44425,1067.84828,0.51868,0.56565,0.61609,14.6711,13.5762,0.0367,0,14.1321,0.0,2.6443,2.3982,0.0011,0,2.6414,-0.0,12.1117,12.1117,0.4174,0,7.0568,-0.0,34.3061,32.2819,0.7372,0,9.0152,0.0002,41.3765,34.3996,0.4551,0,22.5481,-0.0658,15.3854,15.3855,0.561,0,6.7535,0.0,120.4951,62.1471,0.352,177.4719,64.2878,1415.87,18760.6,1.7871,1.8743,67.4259,0.3537
51,OK,,104.99063,169.97022,442.36855,8.22116,33.80409,402.68292,47.64208,92.75654,441.33309,387.5985,448.63478,344.07269,559.06189,764.06002,938.35308,931.12099,933.38252,643.19986,722.79611,983.80645,1020.00528,1008.44237,1259.68548,0.58702,0.57234,0.60608,13.3355,12.2406,0.0761,0,12.321,0.0,2.751,2.5004,0.011,0,2.7208,-0.0,14.6004,14.6004,0.3163,0,9.9817,-0.0,39.6448,37.5323,0.8752,0,4.9492,-0.0002,34.9642,27.7472,0.49,0,17.8323,0.0001,16.4046,16.4046,0.5804,0,6.8832,-0.0,121.7004,54.6883,0.3959,164.5556,67.1436,1482.75,18760.6,1.7378,1.8125,70.0303,0.3977
52,OK,,92.6903,161.11469,471.06849,8.48,30.2621,468.56519,48.85167,97.53409,409.63908,397.58856,461.73468,330.98396,557.35475,827.70881,841.16197,923.95018,1041.86884,616.19733,689.53839,876.18708,996.23656,923.86053,1285.46178,0.52044,0.56921,0.67773,19.8306,18.7388,0.0478,0,18.8834,0.0,1.625,1.3799,0.0095,0,1.6095,-0.0,14.2219,14.2219,0.2863,0,10.1497,-0.0,37.5268,35.6602,0.8273,0,6.4827,-0.0001,37.6985,31.3258,0.4428,0,21.0067,0.0001,15.942,15.9419,0.5655,0,6.9266,-0.0001,126.8448,65.0585,0.3391,169.7219,59.2827,1512.49,18760.6,2.0364,2.1397,62.2901,0.3407
53,OK,,103.61558,170.68679,396.39152,7.97738,32.39589,410.46154,52.43036,99.46542,412.93882,351.17515,470.83822,326.48254,617.71167,809.85885,822.30229,912.54065,1062.66146,558.24754,775.87541,831.22988,931.06857,971.37762,1102.45026,0.56041,0.5679,0.66992,10.7681,9.6731,0.0353,0,10.3884,0.0,3.3017,3.0559,0.0033,0,3.2909,-0.0,12.1056,12.1056,0.4443,0,6.7274,-0.0,34.5946,32.5076,0.7836,0,7.4864,-0.0,38.0432,30.863,0.4762,0,19.9284,-0.056,14.4668,14.4668,0.5595,0,6.3729,0.0,113.28,54.1943,0.4023,159.6584,66.2636,1356.13,18760.6,1.6403,1.7095,69.0614,0.4042
54,OK,,102.09714,167.92014,404.30325,8.58354,32.89975,402.07531,47.58926,107.65556,426.71015,385.25962,432.77921,349.17694,589.45399,818.12924,878.31202,974.62388,1073.33283,562.71298,744.08998,877.54925,963.9667,965.82355,1257.64569,0.58455,0.54663,0.67026,17.8134,16.7192,0.053,0,16.8692,-0.0,2.2044,1.952,0.0184,0,2.1638,0.0,12.8836,12.8836,0.3444,0,8.4461,-0.0,41.4173,39.3653,0.7637,0,9.785,0.0005,36.958,29.941,0.4721,0,19.5094,0.0001,16.4348,16.4349,0.5526,0,7.3536,0.0,127.7115,64.1271,0.3691,171.8161,65.2957,1445.12,18760.6,1.8692,1.9559,68.3241,0.3708
55,OK,,104.54931,166.22815,449.94922,7.81381,33.26547,435.62768,49.38351,96.30552,404.39426,361.82672,477.23792,338.72445,597.84578,772.94002,834.33047,905.13446,942.68117,597.09577,701.18749,938.18739,921.52348,959.87167,1196.73322,0.5846,0.53228,0.6572,12.7627,11.6691,0.0356,0,12.3082,0.0,2.8136,2.5651,0.0077,0,2.792,-0.0,13.2606,13.2606,0.3289,0,8.8996,-0.0,37.7685,35.6641,0.8899,0,4.1591,0.0,34.7907,27.6033,0.4969,0,17.5023,0.0001,15.7856,15.7856,0.5721,0,6.7539,-0.0,117.1818,52.415,0.4142,156.396,66.8597,1437.49,18760.6,1.6838,1.7527,69.5943,0.4161
56,OK,,98.0807,185.17522,406.7745,7.90379,36.51651,470.03546,45.61319,93.47507,405.29253,365.10589,464.82364,311.28913,541.28486,827.07117,824.75961,881.23245,978.73378,541.09241,728.19789,846.25876,1005.60234,1088.13007,1193.68502,0.51157,0.58534,0.6235,12.2509,11.1515,0.0455,0,11.6937,0.0,2.2824,2.0345,0.001,0,2.2802,-0.0,14.3267,14.3267,0.3508,0,9.3003,-0.0,33.1461,31.1708,0.8733,0,4.1994,-0.0,37.2276,30.4842,0.4639,0,19.958,0.0001,15.535,15.5349,0.57,0,6.6806,-0.0001,114.7687,54.1123,0.3843,158.1769,62.7255,1474.93,18760.6,1.752,1.8297,65.5063,0.3861
57,OK,,91.98075,168.44787,453.33143,8.96116,33.49979,422.5162,49.98117,109.22177,447.45722,334.48899,465.62412,361.47666,564.83549,794.15622,924.744,1026.17141,1046.1429,597.56986,687.94153,983.0375,886.20726,969.89846,1206.49617,0.56367,0.59771,0.68959,4.9341,3.8398,0.0221,0,4.8253,0.0,2.6883,2.4279,0.0221,0,2.6289,-0.0,14.7483,14.7483,0.3363,0,9.7878,0.0,40.0331,38.1887,0.6918,0,12.3377,-0.0,40.1182,33.7526,0.426,0,23.0264,-0.0477,14.0356,14.0355,0.5267,0,6.6431,-0.0001,116.5577,59.2491,0.3189,179.395,58.8313,1363.55,18760.6,1.8793,1.9812,62.0208,0.3203
58,OK,,100.0945,175.23962,418.80048,9.10469,30.41917,449.23007,49.66671,103.04801,441.89671,372.34319,477.14965,355.93701,626.67899,775.0164,857.53666,887.39126,1105.16477,633.94508,765.77127,970.22354,889.44573,1114.99787,1203.46114,0.50549,0.52049,0.64377,12.405,11.3084,0.0559,0,11.7114,0.0,2.2536,1.9983,0.0223,0,2.2033,-0.0,13.4598,13.4598,0.4093,0,7.9508,0.0,36.9552,34.9446,0.6957,0,11.2466,-0.0001,39.7634,32.8872,0.4622,0,21.3863,0.0004,18.0365,18.0363,0.5729,0,7.7029,-0.0001,122.8734,62.2013,0.3417,182.2586,64.018,1559.16,18760.6,1.8272,1.9194,67.2459,0.3432
59,OK,,97.06493,167.86615,468.27436,8.58384,35.25791,420.12648,44.63404,92.87135,463.12872,387.99751,481.64791,351.59684,561.90113,724.3241,972.71341,906.89767,943.14462,590.62931,736.70561,878.42165,992.18498,1015.42814,1112.34236,0.5004,0.56344,0.60658,10.2173,9.1232,0.0906,0,9.2918,0.0,3.4197,3.1651,0.0116,0,3.3802,-0.0,12.9931,12.9931,0.3329,0,8.6672,0.0,32.517,30.5657,0.8084,0,6.2301,-0.0001,38.702,32.0322,0.4621,0,20.8177,0.0001,16.0133,16.0134,0.5728,0,6.8403,0.0002,113.8624,55.2272,0.3509,171.8255,62.0793,1510.18,18760.6,1.7486,1.8341,65.1174,0.3525
60,OK,,93.85989,174.76417,432.30231,8.67065,34.95978,448.934,47.75307,110.82331,412.31363,390.93081,423.89669,375.64675,623.0526,678.84354,888.45196,923.67567,1071.14237,631.49393,689.61693,977.58469,997.29333,1062.29996,1252.08536,0.53032,0.58704,0.69728,17.4529,16.3565,0.0527,0,16.5335,0.0,1.4153,1.1429,0.0631,0,1.3261,-0.0,12.0426,12.0426,0.3569,0,7.7442,0.0,38.2855,36.4087,0.7474,0,9.6705,-0.0,40.1137,33.6117,0.4303,0,22.8546,-0.0606,15.3054,15.3053,0.5341,0,7.1312,-0.0001,124.6154,65.2601,0.336,173.6057,60.0311,1422.03,18760.6,1.9746,2.0758,63.1079,0.3375
61,OK,,106.71127,178.01961,472.92228,8.23516,34.42375,456.31595,44.79287,102.01667,480.26152,350.05743,453.39497,343.13173,581.59993,825.7769,879.76027,1056.59894,954.31574,541.15605,754.2149,824.04784,1014.09945,985.82301,1225.90539,0.52154,0.53518,0.6617,7.3045,6.2071,0.044,0,6.9833,0.0,1.5901,1.3397,0.0175,0,1.5622,-0.0,17.7321,17.7321,0.3055,0,12.3153,0.0,36.727,34.5796,0.9461,0,1.9801,-0.0001,37.5604,30.2255,0.4877,0,19.2438,0.0003,18.1676,18.1678,0.5697,0,7.8168,0.0002,119.0817,49.9015,0.4017,164.8346,68.2435,1531.46,18760.6,1.6741,1.745,71.1321,0.4035
62,OK,,99.06139,195.441,476.05566,8.89463,31.34286,471.34487,45.1083,95.45623,470.95014,349.6261,415.1204,333.31716,647.43455,759.28467,873.32727,936.51935,1104.80097,639.22706,734.02213,859.92603,993.58829,983.36668,1227.31066,0.50664,0.54716,0.66109,6.3138,5.2116,0.0426,0,6.0446,0.0,1.3791,1.1332,0.011,0,1.3639,-0.0,12.1768,12.1769,0.3827,0,7.5169,0.0,36.1082,34.1134,0.7575,0,8.7549,-0.0001,38.2699,31.46,0.4662,0,20.4279,0.0007,17.8005,17.8007,0.58,0,7.4769,0.0001,112.0483,51.585,0.3459,178.0229,63.3567,1587.77,18760.6,1.6847,1.7685,66.5077,0.3475
63,OK,,92.44204,195.63371,470.48813,8.84809,34.46147,408.59742,43.74624,102.61436,403.11418,391.20134,469.22451,374.57248,544.57762,827.50379,878.10911,1013.22562,922.09622,628.96158,821.44236,865.31849,894.36263,933.62656,1103.35613,0.53158,0.55253,0.66163,19.5023,18.4001,0.0412,0,18.6987,0.0,3.204,2.9324,0.0263,0,3.1197,-0.0,13.9588,13.9588,0.2917,0,9.8874,-0.0,35.6546,33.8061,0.7522,0,8.8354,0.0,39.0068,32.6627,0.4465,0,21.5899,0.0001,14.9892,14.9892,0.544,0,6.8351,-0.0,126.3156,68.9662,0.3245,177.1563,59.1256,1443.01,18760.6,2.0285,2.1364,62.2718,0.3259
64,OK,,101.30529,173.20394,394.10714,8.60395,33.87916,449.4167,43.24836,97.59134,417.9432,381.29818,443.3078,313.79356,623.48521,759.5919,829.18515,988.12685,1055.41394,640.3501,755.84633,845.84598,998.01279,1031.90505,1208.89771,0.521,0.51957,0.62602,18.3123,17.2164,0.0469,0,17.4527,0.0,1.8571,1.6109,0.0018,0,1.8538,0.0,11.0802,11.0802,0.3815,0,6.8535,0.0,36.1437,34.1037,0.7793,0,7.9767,0.0004,37.2072,30.2424,0.4825,0,19.2538,0.0006,17.9841,17.9837,0.574,0,7.6614,-0.0004,122.5846,61.0518,0.3654,172.1902,64.7897,1573.87,18760.6,1.8073,1.892,67.8272,0.3671
65,OK,,107.97666,183.3621,444.93523,8.18031,32.12118,457.5868,45.95496,110.78521,442.43975,387.41449,478.12491,338.48242,593.8956,678.26844,832.87126,877.05692,930.65483,588.95264,697.09123,869.20171,986.63738,1082.82842,1078.82885,0.59886,0.59522,0.62122,12.7935,11.6946,0.0804,0,11.7645,0.0,2.2491,2.0012,0.0099,0,2.2267,-0.0,10.047,10.047,0.4372,0,5.654,-0.0,36.9607,34.7873,0.7877,0,7.8472,0.0,38.8186,31.3518,0.4805,0,20.1666,-0.0437,14.0277,14.0277,0.5311,0,6.5778,-0.0,114.8966,54.2367,0.4091,163.7314,69.052,1282.17,18760.6,1.5976,1.6639,71.9176,0.411
66,OK,,104.37002,189.13877,460.85926,7.55308,32.49427,463.12918,43.72639,108.41053,454.81809,377.57556,432.34075,314.84888,535.37221,748.10741,959.16931,943.48717,949.8071,647.89332,683.23503,964.03943,885.63515,978.24214,1196.92795,0.51749,0.50367,0.6764,8.0562,6.9557,0.0972,0,7.273,0.0,1.7052,1.4592,0.0017,0,1.7023,0.0,15.8729,15.8729,0.3193,0,10.8051,-0.0,34.9022,32.8004,0.999,0,0.0333,0.0003,36.7617,29.5856,0.4901,0,18.7454,0.0001,17.2789,17.2788,0.552,0,7.7409,-0.0001,114.5772,46.2999,0.4274,151.1595,66.744,1478.12,18760.6,1.6514,1.7167,69.3809,0.4294
67,OK,,93.33034,169.99497,475.55076,7.49404,34.56172,429.48642,48.0605,96.37254,410.5549,342.61686,416.85189,353.87187,577.3483,805.79437,835.63129,1045.96045,977.9719,613.74456,686.7334,819.10298,1011.09465,1080.2236,1203.1636,0.55018,0.5295,0.62416,6.9536,5.8587,0.023,0,6.7937,0.0,1.3322,1.0773,0.0316,0,1.2902,0.0,13.2442,13.2442,0.3584,0,8.4979,-0.0,34.7605,32.8853,0.827,0,6.0146,0.0002,34.5982,28.1848,0.4689,0,18.3749,0.0001,14.5319,14.5319,0.5571,0,6.4358,0.0001,105.4206,47.4071,0.3851,150.0137,59.6874,1433.34,18760.6,1.6915,1.7662,62.3233,0.3868
68,OK,,91.74507,183.77105,474.54814,8.5348,30.94447,461.67809,43.45121,108.736,468.60531,364.66204,430.47591,341.27161,598.74765,734.95663,884.12687,1026.83351,924.46782,638.42232,716.56744,860.84433,1040.19544,967.60505,1123.41039,0.58417,0.57582,0.61371,5.7017,4.6027,0.0791,0,5.251,0.0,1.3928,1.1447,0.0174,0,1.3686,0.0,11.9201,11.92,0.3311,0,7.9735,-0.0,38.4722,36.6269,0.7209,0,10.7366,0.0005,38.0263,31.6786,0.444,0,21.144,-0.041,13.1936,13.1941,0.5174,0,6.3678,0.0005,108.7067,52.8415,0.3336,170.8299,58.6787,1327.81,18760.6,1.7616,1.8526,61.7086,0.3351
69,OK,,98.10955,172.02629,415.0159,7.57166,33.15699,417.24214,45.54856,95.6255,399.01566,340.83781,437.44555,335.17881,553.10396,679.80583,983.10559,1014.6842,1009.24202,566.43761,721.51689,911.42104,998.1562,921.07364,1265.91622,0.56081,0.51796,0.61715,7.5834,6.4879,0.0284,0,7.3678,0.0,1.9912,1.7436,0.0095,0,1.9723,0.0,16.0672,16.0672,0.3019,0,11.2166,0.0,37.0909,35.1156,0.9043,0,3.5493,0.0,33.6031,26.8581,0.4876,0,17.2187,0.0001,16.1375,16.1375,0.5697,0,6.9447,0.0,112.4734,48.2694,0.4008,151.5459,62.7425,1502.07,18760.6,1.7198,1.7926,65.3984,0.4026
70,OK,,108.65191,185.22793,393.49043,8.43309,33.72546,404.30536,45.01659,100.20483,477.37779,363.06455,409.78773,365.21927,553.20789,684.59308,892.27093,1008.86149,1070.59157,597.84627,684.89834,929.40138,893.47608,1119.26391,1207.48077,0.59071,0.55532,0.6571,18.6082,17.5087,0.0293,0,18.0633,0.0,1.4609,1.1983,0.0578,0,1.3764,-0.0,13.3934,13.3934,0.4449,0,7.4344,-0.0,39.0582,36.8796,0.7365,0,10.2923,0.0001,36.0766,28.6128,0.4972,0,18.1408,0.0001,16.8952,16.8952,0.5657,0,7.337,-0.0,125.4925,62.6444,0.3996,168.8298,69.4847,1458.49,18760.6,1.7323,1.806,72.444,0.4014
71,OK,,93.56141,194.69561,474.22418,7.84239,33.55546,461.7217,49.50052,109.74098,432.48881,370.62804,430.40406,324.99454,551.13696,694.34522,896.43059,1031.36615,1071.9129,613.0032,722.0828,886.25168,911.25418,1108.02825,1079.38878,0.54196,0.52197,0.69739,9.1119,8.01,0.0517,0,8.641,0.0,1.5191,1.2728,0.005,0,1.5115,0.0,10.5267,10.5267,0.46,0,5.6839,-0.0,33.9467,32.0622,0.6884,0,10.5774,0.0,38.2367,31.7594,0.4544,0,20.8605,-0.0443,13.6933,13.6932,0.5238,0,6.521,-0.0,107.0343,53.7953,0.3694,156.9557,59.8367,1337.81,18760.6,1.7097,1.7888,62.603,0.3711
72,OK,,100.4159,194.38445,468.10258,8.21119,36.54848,476.37967,49.75387,108.71286,455.74975,394.69818,439.20265,312.5619,548.7802,771.15924,977.09556,881.78529,1063.79464,537.05074,683.85074,873.9804,1019.95641,1065.50579,1246.83266,0.57226,0.59365,0.69312,11.7441,10.6423,0.0882,0,10.7082,0.0,1.9712,1.7235,0.0012,0,1.9689,-0.0,13.9234,13.9234,0.3634,0,8.8636,-0.0,39.3528,37.3303,0.7851,0,8.458,-0.0001,38.3915,31.4312,0.4545,0,20.9424,-0.0562,14.9262,14.9263,0.5411,0,6.8496,0.0001,120.3092,57.7907,0.3791,164.3292,64.2195,1370.13,18760.6,1.7927,1.8734,67.1112,0.3809
